Logger_ID,Date,Time_Stamp,1,2,3,4
R2,10/7/2019,16:04:00.0,23.75,24.5,26.25,28.31
R2,10/7/2019,16:04:00.1,23.5,24.5,26.25,28.31
R2,10/7/2019,16:04:01.0,23.5,24.5,26.25,27.99
R2,10/7/2019,16:04:01.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:04:02.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:02.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:03.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:03.1,23.75,24.5,26.25,27.67
R2,10/7/2019,16:04:04.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:04.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:05.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:06.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:06.1,23.75,24.5,26.25,28.31
R2,10/7/2019,16:04:07.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:07.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:08.0,23.75,24.5,26.5,27.99
R2,10/7/2019,16:04:08.1,23.75,24.5,26.25,27.67
R2,10/7/2019,16:04:09.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:09.1,23.75,24.5,26.5,27.99
R2,10/7/2019,16:04:10.0,23.75,24.5,26.5,27.99
R2,10/7/2019,16:04:10.1,23.75,24.5,26.5,27.99
R2,10/7/2019,16:04:11.0,23.75,24.5,26.5,27.67
R2,10/7/2019,16:04:12.0,23.75,24.5,26.5,27.99
R2,10/7/2019,16:04:12.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:13.0,23.75,24.5,26.25,27.67
R2,10/7/2019,16:04:13.1,23.75,24.5,26.25,28.31
R2,10/7/2019,16:04:14.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:14.1,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:15.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:15.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:16.0,23.75,24.5,26.25,28.31
R2,10/7/2019,16:04:16.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:17.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:17.1,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:18.0,23.75,24.5,26.25,27.67
R2,10/7/2019,16:04:19.0,23.75,24.5,26.25,27.99
R2,10/7/2019,16:04:19.1,23.5,24.5,26.25,27.99
R2,10/7/2019,16:04:20.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:20.1,23.5,24.75,26.25,27.67
R2,10/7/2019,16:04:21.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:21.1,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:22.0,23.75,24.75,26.5,27.99
R2,10/7/2019,16:04:22.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:23.0,23.75,24.75,26.5,28.31
R2,10/7/2019,16:04:23.1,23.75,25,26.5,27.99
R2,10/7/2019,16:04:24.0,23.75,25,26.5,27.99
R2,10/7/2019,16:04:25.0,23.75,24.75,26.5,27.99
R2,10/7/2019,16:04:25.1,23.75,25,26.5,27.67
R2,10/7/2019,16:04:26.0,23.75,25,26.25,27.99
R2,10/7/2019,16:04:26.1,23.75,25,26.25,27.99
R2,10/7/2019,16:04:27.0,23.75,25,26.25,27.67
R2,10/7/2019,16:04:27.1,23.75,25,26.5,27.99
R2,10/7/2019,16:04:28.0,23.75,25,26.25,27.67
R2,10/7/2019,16:04:28.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:29.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:29.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:30.0,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:31.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:31.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:32.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:32.1,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:33.0,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:33.1,23.75,24.75,26.5,27.99
R2,10/7/2019,16:04:34.0,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:34.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:35.0,23.75,24.75,26.25,27.67
R2,10/7/2019,16:04:35.1,23.75,24.75,26.25,27.99
R2,10/7/2019,16:04:36.0,23.75,25,26.25,27.99
R2,10/7/2019,16:04:37.0,23.75,25,26.25,27.99
R2,10/7/2019,16:04:37.1,23.75,25,26.25,27.67
R2,10/7/2019,16:04:38.0,23.75,25,26.25,27.99
R2,10/7/2019,16:04:38.1,23.75,25,26.5,27.99
R2,10/7/2019,16:04:39.0,23.75,25,26.5,27.99
R2,10/7/2019,16:04:39.1,23.75,25.25,26.5,27.99
R2,10/7/2019,16:04:40.0,23.75,25,26.5,27.99
R2,10/7/2019,16:04:40.1,23.75,25.25,26.5,28.31
R2,10/7/2019,16:04:41.0,23.75,25.25,26.5,27.99
R2,10/7/2019,16:04:41.1,23.75,25.25,26.5,27.99
R2,10/7/2019,16:04:42.0,23.75,25,26.5,27.67
R2,10/7/2019,16:04:43.0,23.75,25,26.5,27.67
R2,10/7/2019,16:04:43.1,23.75,25,26.75,27.67
R2,10/7/2019,16:04:44.0,23.75,25,26.5,27.67
R2,10/7/2019,16:04:44.1,23.75,25,26.5,27.67
R2,10/7/2019,16:04:45.0,23.75,25,26.5,27.99
R2,10/7/2019,16:04:45.1,23.75,25,26.5,27.67
R2,10/7/2019,16:04:46.0,23.75,25,26.5,27.99
R2,10/7/2019,16:04:46.1,23.75,24.75,26.5,27.67
R2,10/7/2019,16:04:47.0,23.5,24.75,26.25,27.67
R2,10/7/2019,16:04:47.1,23.5,24.75,26.25,27.99
R2,10/7/2019,16:04:48.0,23.5,25,26.5,27.67
